gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,city_development_index,training_hours,target
1.0,0.0,3.0,0.0,5.0,21.0,2.463051768595806,4.274976026573534,0.0,0.92,36.0,1.0
1.0,1.0,3.0,0.0,5.0,6.0,3.0,5.0,4.0,0.7759999999999999,47.0,0.0
0.9391807014958165,1.0,0.0,0.0,5.0,15.0,2.4627488826744126,4.129187349902821,6.0,0.624,83.0,0.0
0.8354405510968776,1.0,1.318953828378491,0.0,1.0,20.0,2.302724048381884,5.0,6.0,0.789,52.0,1.0
1.0,0.0,3.0,2.0,5.0,21.0,3.0,1.0,3.0,0.767,8.0,0.0
0.9256346567008148,0.0,1.0,0.0,5.0,2.0,2.547854061196913,4.163037540795755,0.0,0.764,24.0,1.0
1.0,0.0,3.0,1.0,4.583011249911771,15.0,3.0,1.0,0.0,0.92,24.0,0.0
1.0,0.0,3.0,0.0,5.0,4.0,6.0,5.0,4.0,0.762,18.0,1.0
1.0,0.0,3.0,0.0,5.0,17.0,3.0,5.0,0.0,0.92,46.0,1.0
0.9391807014958165,0.0,3.0,0.0,5.0,8.0,2.0,5.0,4.0,0.92,123.0,0.0
0.9223159577034058,1.0,0.0,1.0,4.852521354386019,11.0,2.4627488826744126,4.129187349902821,6.0,0.624,32.0,1.0
1.0,0.0,3.0,0.0,5.0,15.0,5.0,5.0,0.0,0.92,108.0,0.0
1.0,0.0,3.0,0.0,5.0,21.0,1.0,5.0,2.0,0.913,23.0,0.0
1.0,1.0,1.6114864794600399,0.7554466134230553,4.910132917147536,11.0,2.46194978021659,4.207666358011009,6.0,0.624,24.0,0.0
0.9358620024984075,1.0,0.0,1.0,4.910132917147536,15.0,2.4627488826744126,4.129187349902821,6.0,0.624,26.0,0.0
1.0,0.0,3.0,0.0,5.0,7.0,2.2321039170613477,5.0,4.0,0.926,18.0,0.0
0.9391807014958165,0.0,3.0,0.0,5.0,0.0,3.0,5.0,6.0,0.92,106.0,0.0
0.9391807014958165,0.0,3.0,0.0,5.0,11.0,5.0,5.0,1.0,0.624,7.0,0.0
0.9256346567008148,0.0,3.0,0.0,5.0,17.0,2.0,5.0,6.0,0.624,23.0,1.0
0.0,0.0,3.0,0.0,0.0,14.0,2.5130157410326177,4.266308568658893,0.0,0.8270000000000001,132.0,1.0
1.0,0.0,3.0,2.0,5.0,2.0,0.0,5.0,0.0,0.843,68.0,0.0
1.0,0.0,3.0,2.0,5.0,2.0,0.0,5.0,1.0,0.926,50.0,0.0
0.9391807014958165,0.0,3.0,2.0,5.0,1.0,2.525372422387958,4.264165003798283,0.0,0.804,48.0,0.0
1.0,0.0,3.0,0.0,2.0,20.0,1.0,5.0,0.0,0.7759999999999999,65.0,0.0
0.9391807014958165,0.0,3.0,0.0,5.0,15.0,1.0,5.0,0.0,0.624,13.0,0.0
0.930674373113428,1.0,3.0,1.0,4.654845399811516,14.0,2.3371571848191013,4.296815483152888,6.0,0.855,22.0,0.0
0.9256346567008148,0.0,1.0,0.0,5.0,5.0,4.0,5.0,0.0,0.624,148.0,1.0
1.0,0.0,3.0,0.0,0.0,15.0,2.4362491619656517,4.279625586118931,1.0,0.92,72.0,0.0
1.0,0.0,3.0,1.0,4.561869332483972,2.0,6.0,5.0,0.0,0.887,8.0,1.0
1.0,0.0,3.0,0.0,5.0,9.0,3.0,1.0,1.0,0.624,68.0,1.0
1.0,0.0,3.0,0.0,5.0,21.0,0.0,5.0,2.0,0.92,40.0,0.0
1.0,0.0,1.0,0.0,5.0,10.0,5.0,5.0,4.0,0.92,141.0,0.0
0.0,1.0,0.0,0.0,5.0,15.0,2.464539405882264,4.128876740401767,0.0,0.92,24.0,0.0
0.0,0.0,3.0,0.0,5.0,21.0,0.0,5.0,4.0,0.92,82.0,0.0
1.0,0.0,3.0,0.0,1.0,3.0,5.0,5.0,2.0,0.91,145.0,0.0
1.0,0.0,3.0,0.0,5.0,1.0,3.4642680870346183,0.0,1.0,0.92,206.0,0.0
1.0,1.0,1.0,1.0,4.57638040530564,0.0,2.0,3.0,0.0,0.926,152.0,0.0
1.0,0.0,3.0,3.0,5.0,21.0,0.0,5.0,3.0,0.926,42.0,1.0
0.9391807014958165,1.0,3.0,0.0,5.0,3.0,2.3826439487053426,4.288924705209725,3.0,0.92,50.0,0.0
1.0,1.0,3.0,0.7553781329587383,4.622796317548553,13.0,2.3215770213710636,4.2995182388467015,6.0,0.884,106.0,0.0
0.0,0.0,0.0,2.0,5.0,7.0,1.0,4.0,1.0,0.926,14.0,0.0
1.0,0.0,3.0,1.0,4.578590686841017,14.0,2.233134867883545,5.0,1.0,0.924,36.0,0.0
0.9256346567008148,0.0,3.0,2.0,5.0,16.0,3.0,0.0,0.0,0.624,112.0,1.0
0.8940836486938479,1.0,3.0,0.0,3.0,19.0,3.0,5.0,6.0,0.6659999999999999,108.0,0.0
1.0,0.0,1.0,2.0,5.0,19.0,5.0,5.0,2.0,0.624,7.0,1.0
0.0,1.0,0.0,2.0,5.0,15.0,2.4627488826744126,4.129187349902821,6.0,0.624,26.0,1.0
1.0,0.0,3.0,0.0,5.0,15.0,0.0,5.0,6.0,0.624,87.0,1.0
2.0,0.0,3.0,0.0,5.0,10.0,2.0,4.0,3.0,0.92,52.0,1.0
1.0,0.0,3.0,0.0,3.0,6.0,2.5503247616679365,4.259836417818565,4.0,0.5579999999999999,20.0,1.0
1.0,0.0,3.0,0.0,5.0,2.0,2.233650343294644,5.0,0.0,0.923,21.0,0.0
1.0,1.0,3.0,0.0,5.0,14.0,2.6575351881885547,4.241238179636976,0.0,0.5579999999999999,92.0,1.0
1.0,0.0,3.0,0.0,5.0,1.0,0.0,5.0,1.0,0.6659999999999999,102.0,0.0
1.0,1.0,3.0,0.0,2.0,15.0,2.0,5.0,4.0,0.794,26.0,0.0
0.9391807014958165,0.0,3.0,2.0,5.0,13.0,6.0,0.0,1.0,0.924,7.0,0.0
1.0,1.0,0.0,1.0,4.57638040530564,14.0,2.0,5.0,0.0,0.926,43.0,0.0
1.0,0.0,3.0,0.0,5.0,21.0,0.0,5.0,0.0,0.924,45.0,0.0
1.0,0.0,0.0,0.0,5.0,11.0,3.0,0.0,1.0,0.754,52.0,0.0
1.0,0.0,3.0,0.0,5.0,21.0,2.4362491619656517,4.279625586118931,1.0,0.92,19.0,0.0
0.9256346567008148,0.0,0.0,0.0,5.0,11.0,3.371034545218528,1.0,1.315798927157332,0.624,32.0,1.0
1.0,0.0,3.0,0.0,2.0,21.0,0.0,5.0,4.0,0.767,26.0,1.0
1.0,0.0,1.0,0.0,5.0,16.0,2.498964582791001,4.171518601765994,0.0,0.855,90.0,0.0
1.0,0.0,3.0,0.0,5.0,16.0,0.0,5.0,2.0,0.939,25.0,0.0
0.9391807014958165,0.0,2.623446674040437,2.0,5.0,4.0,6.0,3.6431012543111563,0.0,0.8270000000000001,15.0,0.0
1.0,0.0,3.0,2.0,2.0,21.0,0.0,5.0,4.0,0.887,48.0,0.0
0.9358518102943861,1.0,0.0,1.0,4.991913333956476,13.0,2.6097013925491277,4.103694887380936,1.893847782893947,0.55,98.0,0.0
1.0,0.0,3.0,0.0,5.0,1.0,3.0,5.0,1.0,0.865,142.0,1.0
2.0,1.0,3.0,2.0,2.0,14.0,2.0,5.0,3.0,0.855,13.0,0.0
1.0,0.0,3.0,0.0,5.0,6.0,2.3612138122296837,4.292642280033118,4.0,0.91,47.0,0.0
0.0,0.0,3.0,2.0,2.0,5.0,4.0,4.0,0.0,0.91,28.0,0.0
0.9191166924554108,1.0,1.318953828378491,0.5548654980446929,4.770740937577078,11.0,2.3496323107918746,5.0,6.0,0.698,228.0,1.0
1.0,0.0,3.0,0.0,5.0,21.0,2.5191046906295362,4.265252293270814,3.0,0.6659999999999999,22.0,0.0
1.0,1.0,0.0,0.0,5.0,20.0,2.4627488826744126,4.129187349902821,6.0,0.624,18.0,1.0
1.0,0.0,3.0,0.0,5.0,11.0,2.283135982760129,5.0,0.0,0.8270000000000001,29.0,0.0
1.0,0.0,3.0,2.0,5.0,15.0,0.0,4.702251851626967,0.0,0.855,46.0,0.0
0.9391807014958165,1.0,0.0,0.0,5.0,20.0,2.5025051618176817,4.122290662959989,6.0,0.55,12.0,0.0
0.9391807014958165,0.0,3.0,0.0,5.0,15.0,0.0,5.0,1.0,0.92,17.0,0.0
1.0,0.0,3.0,2.0,5.0,15.0,3.0,5.0,1.0,0.893,65.0,0.0
1.0,1.0,3.0,0.0,2.0,13.0,0.0,5.0,0.0,0.92,35.0,0.0
1.0,1.0,0.0,0.0,5.0,19.0,2.0,5.0,2.0,0.855,14.0,0.0
0.0,0.0,3.0,2.0,5.0,11.0,6.0,0.0,0.0,0.92,4.0,0.0
1.0,0.0,3.0,0.0,5.0,6.0,3.0,5.0,4.0,0.92,12.0,0.0
1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,1.0,0.92,108.0,0.0
1.0,1.0,3.0,0.0,5.0,21.0,2.463051768595806,4.274976026573534,0.0,0.92,136.0,0.0
1.0,0.0,3.0,0.0,5.0,15.0,2.463051768595806,4.274976026573534,0.0,0.92,27.0,0.0
0.9391807014958165,0.0,1.0,2.0,5.0,14.0,3.0,1.0,0.0,0.7959999999999999,74.0,0.0
1.0,0.0,3.0,0.0,5.0,6.0,3.482825201834175,0.0,0.0,0.884,86.0,0.0
0.0,1.0,1.0,0.0,5.0,20.0,2.263032441727276,5.0,1.0,0.866,83.0,0.0
0.9358068852977386,1.0,0.0,1.0,4.583011249911771,14.0,2.410934192621955,4.138175859492562,2.0,0.92,75.0,0.0
1.0,1.0,0.0,2.0,5.0,2.0,2.5954465742932102,4.0,1.0,0.698,42.0,0.0
0.0,0.0,3.0,0.0,5.0,16.0,0.0,4.702251851626967,0.0,0.92,332.0,0.0
1.0,1.0,0.0,0.0,5.0,14.0,2.4189198992462795,4.1367905457813166,1.917518076160258,0.913,140.0,0.0
1.0,1.0,3.0,1.0,4.594062657588655,13.0,2.3076085989693746,4.301941399123912,6.0,0.91,182.0,0.0
0.0,1.0,3.0,0.0,2.0,13.0,0.0,5.0,0.0,0.92,13.0,1.0
0.9256346567008148,0.0,3.0,0.0,5.0,15.0,2.3578799173694556,5.0,1.0,0.682,172.0,1.0
0.9391807014958165,0.0,3.0,0.0,5.0,1.0,0.0,2.0,0.0,0.92,48.0,0.0
1.0,0.0,0.0,0.0,5.0,19.0,3.0,5.0,0.0,0.802,33.0,0.0
0.9358500874582338,1.0,0.0,1.0,4.583011249911771,11.0,0.0,5.0,0.0,0.92,142.0,0.0
0.9391807014958165,1.0,0.0,0.0,5.0,11.0,0.0,5.0,0.0,0.579,34.0,0.0
1.0,0.0,3.0,0.0,5.0,16.0,3.0,5.0,1.0,0.802,14.0,1.0
1.0,0.0,3.0,0.0,5.0,16.0,2.4259226716344973,5.0,1.0,0.55,27.0,1.0
1.0,0.0,3.0,0.0,5.0,18.0,0.0,5.0,0.0,0.55,24.0,1.0
0.9391807014958165,1.0,3.0,2.0,5.0,21.0,2.485616143244689,4.271061690741115,0.0,0.878,150.0,0.0
0.0,0.0,3.0,0.0,5.0,2.0,4.0,2.0,4.0,0.92,20.0,0.0
0.9391807014958165,0.0,3.0,0.0,5.0,15.0,4.0,4.008355230368334,0.0,0.92,140.0,0.0
1.0,0.0,3.0,0.0,5.0,3.0,5.0,5.0,0.0,0.91,52.0,0.0
1.0,0.0,3.0,0.0,5.0,21.0,3.0,5.0,1.0,0.939,160.0,0.0
1.0,0.0,3.0,2.0,5.0,19.0,5.0,5.0,1.0,0.897,3.0,0.0
