0,1,2,3,4,5,6,7,8,9,10
-0.2174215805800589,1.6066288405559268,0.6014197485919676,-0.7144427969452181,-2.8324749943181433,1.0768959798368405,0.3658588453628884,0.6043717373079742,-0.8878005308838993,0.6592084319786142,0.1159080095794678
0.0393753311616422,-0.6224212928071048,-1.8367925480897518,-0.7144427969452181,0.3484113277187811,0.6215610912344536,1.039904808774158,-1.8004836767841517,-0.8878005308838993,-1.062355128387732,-0.9553361938962717
-0.012048317074624533,1.6066288405559268,-1.8367925480897518,-0.7144427969452181,0.3484113277187811,0.4697827950336579,-0.0915130765057949,-0.07403913888405797,1.9023806636611948,0.4724350268445294,-0.3862377107997851
-3.525953054717595,1.6066288405559268,-1.8367925480897518,-0.7144427969452181,0.3484113277187811,-0.2891086859703203,-0.00460207279734459,-0.09196944692056462,1.9023806636611948,-1.4765048528154845,-0.16864123196877548
0.2702582390204491,-0.6224212928071048,0.6014197485919676,1.297682317104011,0.3484113277187811,-1.5033350555766853,-0.3081871180483813,0.6043717373079742,-0.8878005308838993,0.5211585238360298,-0.3862377107997851
0.2702582390204491,1.6066288405559268,0.6014197485919676,0.29161976007939644,-0.11598368144267351,0.014447906431270984,-0.11134652988391618,0.046961647638907124,1.9023806636611948,0.8947053341041995,-0.9385980032169632
0.2702582390204491,1.6066288405559268,-1.8367925480897518,-0.7144427969452181,0.3484113277187811,1.0768959798368405,0.020022711586716303,-0.09704970086424185,1.9023806636611948,-2.028704485385822,-0.5703578082721777
0.2702582390204491,-0.6224212928071048,0.6014197485919676,-0.7144427969452181,0.3484113277187811,0.9251176836360449,-1.6562790448709206,-0.1972467340560678,0.04225986729779876,-0.6969289009514791,-0.23559399468600922
0.2702582390204491,1.6066288405559268,-1.8367925480897518,3.30980743115324,-0.08200218564130717,0.9251176836360449,-0.09984204769452125,-0.07232081769722605,1.9023806636611948,0.6592084319786142,-0.6038341896307946
0.2702582390204491,-0.6224212928071048,0.6014197485919676,1.297682317104011,0.3484113277187811,-1.0480001669742984,-0.06471240598656634,0.03734072312056843,0.9723202654794968,0.6592084319786142,-0.7042633337066452
-0.012048317074624533,-0.6224212928071048,-1.8367925480897518,-0.7144427969452181,0.3484113277187811,-1.8068916479782766,0.08424008421598939,-0.110298164504135,-0.8878005308838993,-1.0379933798919818,-0.8214306684618042
0.2702582390204491,-0.6224212928071048,0.6014197485919676,-0.7144427969452181,0.3484113277187811,0.4697827950336579,-0.3081871180483813,0.6043717373079742,-0.4227703317930503,-1.6632782579495693,-0.5536196175928694
0.2702582390204491,-0.6224212928071048,-1.024055115862512,0.29161976007939644,0.16641426642384585,-1.655113351777481,-0.072518870280964,0.6043717373079742,-0.8878005308838993,-1.062355128387732,-0.5536196175928694
-0.012048317074624533,-0.6224212928071048,0.6014197485919676,1.297682317104011,0.3484113277187811,0.6215610912344536,-0.3081871180483813,0.6043717373079742,-0.8878005308838993,-1.6632782579495693,-0.5201432362342525
0.2702582390204491,-0.6224212928071048,0.6014197485919676,1.297682317104011,-0.7118841129601937,1.2286742760376361,0.3658588453628884,0.6043717373079742,-0.8878005308838993,0.7728965916254484,-0.0012593251756911996
